Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TestSuite1,Chrome 75.0.3770.142,,,2019-07-23 19:14:03,2019-07-23 19:14:10,7.254s,INCOMPLETE
,,,,,,,
Test Cases/Day2/Test1,Chrome 75.0.3770.142,,,2019-07-23 19:14:03,2019-07-23 19:14:10,6.905s,FAILED
"openBrowser("""")",Chrome 75.0.3770.142,,,2019-07-23 19:14:03,2019-07-23 19:14:07,3.752s,PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/"")",Chrome 75.0.3770.142,,,2019-07-23 19:14:07,2019-07-23 19:14:08,0.576s,PASSED
"setText(findTestObject(""Object Repository/Page_OrangeHRM/input_LOGIN Panel_txtUsername""), ""Admin"")",Chrome 75.0.3770.142,,,2019-07-23 19:14:08,2019-07-23 19:14:08,0.241s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_OrangeHRM/input_Username_txtPassword""), ""hUKwJTbofgPU9eVlw/CnDQ=="")",Chrome 75.0.3770.142,,,2019-07-23 19:14:08,2019-07-23 19:14:08,0.184s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/input_Password_Submit""))",Chrome 75.0.3770.142,,,2019-07-23 19:14:08,2019-07-23 19:14:09,0.663s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/b_Performance""))",Chrome 75.0.3770.142,,,2019-07-23 19:14:09,2019-07-23 19:14:09,0.301s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/b_Time""))",Chrome 75.0.3770.142,,,2019-07-23 19:14:09,2019-07-23 19:14:09,0.347s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/a_Welcome Admin""))",Chrome 75.0.3770.142,,,2019-07-23 19:14:09,2019-07-23 19:14:10,0.097s,PASSED
"waitForElementPresent(findTestObject(""Page_OrangeHRM/a_Logout""), 5)",Chrome 75.0.3770.142,,,2019-07-23 19:14:10,2019-07-23 19:14:10,0.053s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/a_Logout""))",Chrome 75.0.3770.142,,,2019-07-23 19:14:10,2019-07-23 19:14:10,0.394s,FAILED
