Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TestSuite1,Chrome 75.0.3770.142,,,2019-07-23 20:08:36,2019-07-23 20:08:47,11.451s,INCOMPLETE
,,,,,,,
Test Cases/Day2/Test1,Chrome 75.0.3770.142,,,2019-07-23 20:08:36,2019-07-23 20:08:47,10.980s,PASSED
"openBrowser("""")",Chrome 75.0.3770.142,,,2019-07-23 20:08:37,2019-07-23 20:08:41,4.173s,PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/"")",Chrome 75.0.3770.142,,,2019-07-23 20:08:41,2019-07-23 20:08:42,0.830s,PASSED
"setText(findTestObject(""Object Repository/Page_OrangeHRM/input_LOGIN Panel_txtUsername""), ""Admin"")",Chrome 75.0.3770.142,,,2019-07-23 20:08:42,2019-07-23 20:08:42,0.314s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_OrangeHRM/input_Username_txtPassword""), ""hUKwJTbofgPU9eVlw/CnDQ=="")",Chrome 75.0.3770.142,,,2019-07-23 20:08:42,2019-07-23 20:08:42,0.271s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/input_Password_Submit""))",Chrome 75.0.3770.142,,,2019-07-23 20:08:42,2019-07-23 20:08:43,0.674s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/b_Performance""))",Chrome 75.0.3770.142,,,2019-07-23 20:08:43,2019-07-23 20:08:43,0.328s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/b_Time""))",Chrome 75.0.3770.142,,,2019-07-23 20:08:43,2019-07-23 20:08:44,0.394s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/a_Welcome Admin""))",Chrome 75.0.3770.142,,,2019-07-23 20:08:44,2019-07-23 20:08:44,0.175s,PASSED
"waitForElementPresent(findTestObject(""Page_OrangeHRM/a_Logout""), 5)",Chrome 75.0.3770.142,,,2019-07-23 20:08:44,2019-07-23 20:08:44,0.095s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/a_Logout""))",Chrome 75.0.3770.142,,,2019-07-23 20:08:44,2019-07-23 20:08:44,0.291s,PASSED
closeBrowser(),Chrome 75.0.3770.142,,,2019-07-23 20:08:44,2019-07-23 20:08:45,0.743s,PASSED
